Designator,Mid X,Mid Y,Rotation,Layer
D70,200.025,-88.10625,315.0,bottom
D72,223.774,-88.10625,315.0,bottom
D73,254.79375,-88.10625,315.0,bottom
D74,273.84375,-88.10625,315.0,bottom
D75,292.89375,-88.10625,315.0,bottom
D8,140.49375,-11.90625,315.0,bottom
D9,159.54375,-11.90625,315.0,bottom
MX1,9.525,-9.525,180.0,bottom
MX10,180.975,-9.525,180.0,bottom
MX11,200.025,-9.525,180.0,bottom
MX12,219.075,-9.525,180.0,bottom
MX13,238.125,-9.525,180.0,bottom
MX15,266.7,-9.525,180.0,bottom
MX17,14.2875,-28.575,180.0,bottom
MX18,38.1,-28.575,180.0,bottom
MX19,57.15,-28.575,180.0,bottom
MX2,28.575,-9.525,180.0,bottom
MX20,76.2,-28.575,180.0,bottom
MX21,95.25,-28.575,180.0,bottom
MX22,114.3,-28.575,180.0,bottom
MX23,133.35,-28.575,180.0,bottom
MX24,152.4,-28.575,180.0,bottom
MX25,171.45,-28.575,180.0,bottom
MX26,190.5,-28.575,180.0,bottom
MX27,209.55,-28.575,180.0,bottom
MX28,228.6,-28.575,180.0,bottom
MX29,247.777,-28.575,180.0,bottom
MX3,47.625,-9.525,180.0,bottom
MX30,271.4625,-28.575,180.0,bottom
MX33,16.66875,-47.625,180.0,bottom
MX34,42.8625,-47.625,180.0,bottom
MX35,61.9125,-47.625,180.0,bottom
MX36,80.9625,-47.625,180.0,bottom
MX37,100.0125,-47.625,180.0,bottom
MX38,119.0625,-47.625,180.0,bottom
MX39,138.1125,-47.625,180.0,bottom
MX4,66.675,-9.525,180.0,bottom
MX40,157.1625,-47.625,180.0,bottom
MX41,176.2125,-47.625,180.0,bottom
MX42,195.2625,-47.625,180.0,bottom
MX43,214.3125,-47.625,180.0,bottom
MX44,233.3625,-47.625,180.0,bottom
MX46,264.31875,-47.625,180.0,bottom
MX47,21.43125,-66.675,180.0,bottom
MX48,52.3875,-66.675,180.0,bottom
MX49,71.4375,-66.675,180.0,bottom
MX5,85.725,-9.525,180.0,bottom
MX50,90.4875,-66.675,180.0,bottom
MX51,109.5375,-66.675,180.0,bottom
MX52,128.5875,-66.675,180.0,bottom
MX53,147.6375,-66.675,180.0,bottom
MX54,166.6875,-66.675,180.0,bottom
MX55,185.7375,-66.675,180.0,bottom
MX56,204.7875,-66.675,180.0,bottom
MX57,223.8375,-66.675,180.0,bottom
MX58,250.03125,-66.675,180.0,bottom
MX59,276.225,-66.675,180.0,bottom
MX6,104.775,-9.525,180.0,bottom
MX60,11.90625,-85.725,180.0,bottom
MX62,35.71875,-85.725,180.0,bottom
MX64,59.53125,-85.725,180.0,bottom
MX66,130.96875,-85.725,180.0,bottom
MX68,202.40625,-85.725,180.0,bottom
MX7,123.825,-9.525,180.0,bottom
MX70,226.21875,-85.725,180.0,bottom
MX71,257.175,-85.725,180.0,bottom
MX72,276.225,-85.725,180.0,bottom
MX73,295.275,-85.725,180.0,bottom
MX8,142.875,-9.525,180.0,bottom
MX9,161.925,-9.525,180.0,bottom
SW1,314.299995,-9.550001,0.0,top
SW2,314.299995,-47.649999,0.0,top
SW76,156.972,-85.725,270.0,top
U1,209.55,-28.575,270.0,bottom
