Designator,Mid X,Mid Y,Rotation,Layer
SW5,85.725,-16.525499,0.0,bottom
SW50,21.43125,-73.675499,0.0,bottom
SW52,52.3875,-73.675499,0.0,bottom
SW53,71.4375,-73.675499,0.0,bottom
SW54,90.4875,-73.675499,0.0,bottom
SW55,109.5375,-73.675499,0.0,bottom
SW56,128.5875,-73.675499,0.0,bottom
SW57,147.6375,-73.675499,0.0,bottom
SW58,166.6875,-73.675499,0.0,bottom
SW59,185.7375,-73.675499,0.0,bottom
SW6,104.775,-16.525499,0.0,bottom
SW60,204.7875,-73.675499,0.0,bottom
SW61,223.8375,-73.675499,0.0,bottom
SW62,250.03125,-73.675499,0.0,bottom
SW63,276.225,-73.675499,0.0,bottom
SW64,11.90625,-92.725499,0.0,bottom
SW65,14.2875,-92.725499,180.0,bottom
SW66,35.71875,-92.725499,0.0,bottom
SW67,38.1,-92.725499,180.0,bottom
SW68,59.53125,-92.725499,0.0,bottom
SW69,61.9125,-92.725499,180.0,bottom
SW7,123.825,-16.525499,0.0,bottom
SW70,130.96875,-92.725499,0.0,bottom
SW71,142.875,-92.725499,180.0,bottom
SW72,202.40625,-92.725499,0.0,bottom
SW73,223.8375,-92.725499,0.0,bottom
SW74,226.21875,-92.725499,180.0,bottom
SW75,257.175,-92.725499,0.0,bottom
SW76,276.225,-92.725499,0.0,bottom
SW77,295.275,-92.725499,0.0,bottom
SW78,90.4494,-92.710499,0.0,top
SW79,122.936,-93.281197,0.0,top
SW8,142.875,-16.525499,0.0,bottom
SW9,161.925,-16.525499,0.0,bottom
U1,101.6,-92.725499,135.0,bottom
U2,103.378,-83.987899,90.0,bottom
U4,113.919,-91.074499,90.0,bottom
Y1,92.964,-97.170499,225.0,bottom
