Designator,Footprint,Quantity,Value,LCSC Part #
"D1, D10, D11, D12, D13, D14, D15, D17, D18, D19, D2, D20, D21, D22, D23, D24, D25, D26, D27, D28, D29, D3, D31, D32, D33, D35, D36, D37, D38, D39, D4, D40, D41, D42, D43, D44, D45, D46, D48, D49, D5, D50, D51, D52, D53, D54, D55, D56, D57, D58, D59, D6, D60, D61, D62, D64, D66, D68, D7, D70, D72, D73, D74, D75, D8, D9",D_SOD-123_CLEAN,66,D_Small,
"J1, J2",PinHeader_1x19_P2.54mm_Vertical_SMD_Pin1Left_BLANK,2,Conn_01x19_Pin,
"S15, S31, S47, S49",STAB_MX_P_2u,4,MX_stab,
S68,STAB_MX_P_6.25u,1,MX_stab,
S69,STAB_MX_P_7u,1,MX_stab,
"SW1, SW10, SW11, SW12, SW13, SW14, SW15, SW16, SW17, SW18, SW19, SW2, SW20, SW21, SW22, SW23, SW24, SW25, SW26, SW27, SW28, SW29, SW3, SW30, SW31, SW33, SW34, SW35, SW36, SW37, SW38, SW39, SW4, SW40, SW41, SW42, SW43, SW44, SW45, SW46, SW47, SW49, SW5, SW50, SW51, SW52, SW53, SW54, SW55, SW56, SW57, SW58, SW59, SW6, SW60, SW61, SW62, SW63, SW64, SW65, SW66, SW67, SW68, SW69, SW7, SW70, SW71, SW72, SW73, SW74, SW75, SW8, SW9",SW_MX_1u,73,MX_SW_solder,
"SW32, SW48",ROT_Alps_EC11E-Switch,2,RotaryEncoder_Switch,
SW76,SW_SPST_TL3342,1,SW_Push_45deg,
